stop_id,stop_name,stop_lat,stop_lon,GEOID,NAMELSAD
103915,IRWIN AV/JOHNSON AV,40.879431,-73.912366,36005,Bronx County
103934,JEROME AV/E MOSHOLU PY N,40.880278999999994,-73.884125,36005,Bronx County
103955,BAILEY AV/W 238 ST,40.883795,-73.898238,36005,Bronx County
103956,BAILEY AV/VAN CORTLANDT PK S,40.885351,-73.895442,36005,Bronx County
103964,BAILEY AV/W 233 ST,40.879540000000006,-73.90130400000001,36005,Bronx County
103965,VAN CORTLANDT AV W/ORLOFF AV,40.883559000000005,-73.89299399999999,36005,Bronx County
802024,BAY PZ/BARTOW AV,40.867349,-73.824572,36005,Bronx County
100019,GRAND CONCOURSE/E 138 ST,40.813496,-73.929489,36005,Bronx County
100020,GRAND CONCOURSE/E 144 ST,40.816812,-73.928001,36005,Bronx County
100021,GRAND CONCOURSE/E 149 ST,40.818856,-73.92709599999999,36005,Bronx County
100022,GRAND CONCOURSE/E 153 ST,40.821103,-73.925751,36005,Bronx County
100025,GRAND CONCOURSE/E 161 ST,40.826453,-73.922795,36005,Bronx County
100026,GRAND CONCOURSE/E 163 ST,40.828837,-73.921328,36005,Bronx County
100027,GRAND CONCOURSE/E 165 ST,40.831317,-73.919938,36005,Bronx County
100028,GRAND CONCOURSE/MC CLELLAN ST,40.833276,-73.918555,36005,Bronx County
100029,GRAND CONCOURSE/E 167 ST,40.834762,-73.91713299999999,36005,Bronx County
100030,GRAND CONCOURSE/E 169 ST,40.83657,-73.915371,36005,Bronx County
100033,GRAND CONCOURSE/MT EDEN AV,40.843511,-73.911556,36005,Bronx County
100035,GRAND CONCOURSE/E 175 ST,40.846739,-73.908556,36005,Bronx County
100038,GRAND CONCOURSE/E 179 ST,40.85093,-73.904494,36005,Bronx County
100039,GRAND CONCOURSE/E BURNSIDE AV,40.852087,-73.903564,36005,Bronx County
100040,GRAND CONCOURSE/E 180 ST,40.853719,-73.902245,36005,Bronx County
100041,GRAND CONCOURSE/E 182 ST,40.856254,-73.900358,36005,Bronx County
100044,GRAND CONCOURSE/E 187 ST,40.860569,-73.897865,36005,Bronx County
100045,GRAND CONCOURSE/E FORDHAM RD,40.863096999999996,-73.89636800000001,36005,Bronx County
100047,GRAND CONCOURSE/E KINGSBRIDGE RD,40.866343,-73.893861,36005,Bronx County
100048,GRAND CONCOURSE/E 196 ST,40.868078999999994,-73.892542,36005,Bronx County
100049,GRAND CONCOURSE/E 198 ST,40.870243,-73.89041999999999,36005,Bronx County
100052,GRAND CONCOURSE/E 206 ST,40.876301,-73.88551,36005,Bronx County
100053,GRAND CONCOURSE/E MOSHOLU PY S,40.878054,-73.884754,36005,Bronx County
100054,E MOSHOLU PY S/JEROME AV,40.879494,-73.8856,36005,Bronx County
100055,W MOSHOLU PY S/PAUL AV,40.880437,-73.885902,36005,Bronx County
100058,SEDGWICK AV/VAN CORTLANDT AV W,40.882827,-73.893361,36005,Bronx County
100059,SEDGWICK AV/STEVENSON PL,40.882690999999994,-73.89518699999999,36005,Bronx County
100060,SEDGWICK AV/GILES PL,40.880925,-73.896698,36005,Bronx County
100061,SEDGWICK AV/FT INDEPENDENCE ST,40.878651,-73.897918,36005,Bronx County
100062,HEATH AV/SUMMIT PL,40.877891,-73.901519,36005,Bronx County
100063,ALBANY CR/BAILEY AV,40.876877,-73.903177,36005,Bronx County
102971,GRAND CONCOURSE/BEDFORD PK BL,40.87229,-73.88737900000001,36005,Bronx County
103721,GRAND CONCOURSE/E 203 ST,40.874308,-73.886448,36005,Bronx County
103781,GRAND CONCOURSE/CROSS BX EXP OVERPASS,40.845254,-73.91063199999999,36005,Bronx County
103968,GRAND CONCOURSE/E 156 ST,40.823685,-73.924298,36005,Bronx County
103969,GRAND CONCOURSE/E 170 ST,40.838994,-73.913297,36005,Bronx County
103970,GRAND CONCOURSE/FIELD PL,40.858876,-73.89879300000001,36005,Bronx County
103984,LINCOLN AV/E 137 ST,40.809616999999996,-73.92827199999999,36005,Bronx County
104049,GRAND CONCOURSE/E 172 ST,40.841146,-73.912351,36005,Bronx County
104112,GRAND CONCOURSE/E TREMONT AV,40.849059000000004,-73.905997,36005,Bronx County
101375,E 149 ST/MORRIS AV,40.817533000000005,-73.923013,36005,Bronx County
101389,3 AV/E 140 ST,40.812096000000004,-73.925062,36005,Bronx County
102962,3 AV/E 144 ST,40.813543,-73.92236700000001,36005,Bronx County
104233,E 149 ST/MELROSE AV,40.81628,-73.918103,36005,Bronx County
104341,E 149 ST/COURTLANDT AV,40.816704,-73.919881,36005,Bronx County
802148,E 148 ST/BERGEN AV,40.815195,-73.917953,36005,Bronx County
100080,PAUL AV/BEDFORD PK BL,40.874629,-73.891539,36005,Bronx County
100631,E KINGSBRIDGE RD/GRAND CONCOURSE,40.86585,-73.894274,36005,Bronx County
100729,BAINBRIDGE AV/E GUN HILL RD,40.880732,-73.87863399999999,36005,Bronx County
100730,BAINBRIDGE AV/E 210 ST,40.879332,-73.879113,36005,Bronx County
100731,BAINBRIDGE AV/VAN CORTLANDT AV E,40.87709,-73.879774,36005,Bronx County
101530,VALENTINE AV/E 192 ST,40.864178,-73.894444,36005,Bronx County
101779,JEROME AV/MORRIS AV,40.871238,-73.89348000000001,36005,Bronx County
101780,JEROME AV/E 196 ST,40.869346,-73.896007,36005,Bronx County
101781,JEROME AV/W KINGSBRIDGE RD,40.867595,-73.897384,36005,Bronx County
101923,E GUN HILL RD/KINGSLAND AV,40.866787,-73.839102,36005,Bronx County
101924,E GUN HILL RD/EASTCHESTER RD,40.868414,-73.84223399999999,36005,Bronx County
101925,E GUN HILL RD/KNAPP ST,40.8699,-73.84509399999999,36005,Bronx County
101926,E GUN HILL RD/FISH AV,40.871021999999996,-73.847215,36005,Bronx County
101927,E GUN HILL RD/BURKE AV,40.87161,-73.84836800000001,36005,Bronx County
101928,E GUN HILL RD/GIVAN AV,40.872806,-73.851964,36005,Bronx County
101929,E GUN HILL RD/BOSTON RD,40.873478000000006,-73.854028,36005,Bronx County
101930,E GUN HILL RD/LACONIA AV,40.874146,-73.856096,36005,Bronx County
101931,E GUN HILL RD/PAULDING AV,40.874873,-73.858386,36005,Bronx County
101933,E GUN HILL RD/BARNES AV,40.876157,-73.86252900000001,36005,Bronx County
101937,E GUN HILL RD/HULL AV,40.878982,-73.873873,36005,Bronx County
101938,E GUN HILL RD/TRYON AV,40.880455,-73.877142,36005,Bronx County
102260,BAINBRIDGE AV/E MOSHOLU PY N,40.872927000000004,-73.88064200000001,36005,Bronx County
103060,BARTOW AV/GUNTHER AV,40.866888,-73.837711,36005,Bronx County
103400,PAUL AV/W 205 ST,40.876681,-73.889931,36005,Bronx County
103616,BAINBRIDGE AV/E 204 ST,40.873542,-73.87946600000001,36005,Bronx County
103617,BAINBRIDGE AV/E 206 ST,40.874805,-73.879464,36005,Bronx County
103671,PAUL AV/W MOSHOLU PY S,40.880365000000005,-73.886348,36005,Bronx County
104052,E GUN HILL RD/BRONXWOOD AV,40.8755,-73.860325,36005,Bronx County
104085,BEDFORD PK/JEROME AV,40.873470000000005,-73.889546,36005,Bronx County
104100,E GUN HILL RD/DECATOUR AV,40.878811999999996,-73.87297099999999,36005,Bronx County
104291,E GUN HILL RD/WHITE PLAINS RD,40.877564,-73.86698,36005,Bronx County
802153,ASCH LOOP/ADLER PL,40.871084,-73.828469,36005,Bronx County
101743,CO-OP CITY BL/BELLAMY LOOP N,40.874344,-73.824318,36005,Bronx County
101744,CO-OP CITY BL/PEARTREE AV,40.879940000000005,-73.823842,36005,Bronx County
101745,CO-OP CITY BL/CARVER LOOP  #1,40.879271,-73.825859,36005,Bronx County
101746,DREISER LOOP/CO-OP CITY BL,40.878033,-73.828228,36005,Bronx County
101747,DREISER LOOP/DEBS PL,40.876768,-73.828427,36005,Bronx County
101749,DREISER LOOP/CO-OP CITY BL,40.878091999999995,-73.829435,36005,Bronx County
101750,BAYCHESTER AV/DARROW PL,40.878629,-73.833054,36005,Bronx County
103152,DREISER LOOP/DEFOE PLACE,40.876031,-73.829278,36005,Bronx County
103794,BAY PLAZA BL/APPLEBEE'S,40.866285,-73.826858,36005,Bronx County
103795,BAY PLAZA/CO-OP CITY BL,40.866795,-73.827849,36005,Bronx County
104083,BAY PLAZA BL/IFO JC PENNEY,40.864854,-73.826942,36005,Bronx County
104113,CO-OP CITY BL/BAY PLAZA BL,40.868819,-73.826466,36005,Bronx County
802125,BAY PZ/BARTOW AV,40.866772,-73.825071,36005,Bronx County
100451,BROADWAY/EXTERIOR ST,40.876682,-73.906582,36005,Bronx County
103261,HENRY HUDSON PKY E/W 246 ST,40.893485999999996,-73.907923,36005,Bronx County
100068,RIVERDALE AV/GREYSTONE AV,40.884362,-73.90746999999999,36005,Bronx County
100069,RIVERDALE AV/W 236 ST,40.88695,-73.90696,36005,Bronx County
100070,RIVERDALE AV/W 238 ST,40.888109,-73.907428,36005,Bronx County
100076,RIVERDALE AV/W 238 ST,40.887910999999995,-73.907577,36005,Bronx County
